Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_Age_population,SIMD2020v2_Rank,SIMD_2020v2_Percentile,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,income_rate,income_count,employment_rate,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,crime_rate,overcrowded_count,nocentralheating_count,overcrowded_rate,nocentralheating_rate,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband,public_recycling_points,litter
S01009838,Drumoyne and Shieldhall,Glasgow City,919,610,922,14,3,2,1,833,720,666,2248,5316,1416,1373,25%,232,19%,118,195,304,180,123,23%,0%,141,73%,5.61,169,4%,15%,38,415,130,13,17%,2%,1.888120872,1.821053501,2.873626156,2.111183036,4.351053501,3.696502463,5.855733157,8.806254954,10.96593131,0%,1,7
S01009839,Drumoyne and Shieldhall,Glasgow City,937,703,379,6,2,1,1,409,395,349,736,5575,530,128,30%,283,23%,161,205,507,355,192,25%,11%,133,78%,4.36,182,8%,5%,64,686,338,43,35%,4%,1.76988963,1.725782854,2.793621663,2.032780374,4.110862423,4.21091195,5.609845996,8.027453799,10.18084959,0%,0,1
S01009840,Drumoyne and Shieldhall,Glasgow City,903,562,932,14,3,2,1,870,755,452,1968,6562,2819,1110,25%,225,19%,105,225,182,177,113,28%,0%,132,77%,5.73,196,5%,10%,22,245,187,12,19%,1%,1.691279793,1.278067358,1.54861658,1.9729375,3.852567358,3.198815789,4.136611399,6.567430052,11.24267098,0%,0,14
S01009841,Govan and Linthouse,Glasgow City,905,619,1040,15,3,2,1,1038.5,776,810,1839,6751,1508,509,23%,210,19%,117,160,401,141,230,23%,3%,141,78%,5.31,143,4%,3%,36,400,171,33,23%,4%,2.047831695,1.174253686,1.1289957,2.427610526,3.027822482,4.135,3.566941032,4.913648649,8.625485258,0%,6,16
S01009842,Govan and Linthouse,Glasgow City,777,556,281,5,1,1,1,363,277,194,620,6815,263,783,31%,240,25%,137,245,412,393,183,24%,4%,147,68%,5.35,186,11%,3%,71,918,131,23,20%,3%,1.242172131,1.820260805,0.66790611,2.724311224,3.038517139,3.666511628,6.767634128,2.267373323,8.38454918,0%,0,17
S01009843,Govan and Linthouse,Glasgow City,740,515,43,1,1,1,1,51,80,31,378,5267,70,638,42%,310,30%,156,285,394,669,227,28%,11%,173,66%,4.85,216,9%,6%,115,1548,155,5,24%,1%,2.376703125,2.105109375,1.427164063,2.951412556,2.702085938,4.801349693,6.662257813,5.863234375,8.694851563,2%,2,13
S01009844,Govan and Linthouse,Glasgow City,915,657,97,2,1,1,1,184,166,76,145,6770,127,81,35%,324,27%,177,235,559,785,151,24%,7%,208,69%,4.58,218,8%,1%,110,1197,237,9,41%,2%,2.696479058,0.809890925,1.285340314,3.037479893,2.853739092,5.656206897,2.250279232,3.944554974,7.136631763,0%,1,7
S01009845,Govan and Linthouse,Glasgow City,932,704,771,12,3,2,1,1157,635,1259,518,6533,350,42,22%,207,20%,141,145,265,453,197,17%,1%,135,72%,4.17,187,0%,2%,76,819,321,38,43%,5%,2.474674059,1.195231855,1.705262097,2.911622807,2.642530242,5.444939759,3.566102151,5.692130376,6.189301075,0%,0,2
S01009846,Govan and Linthouse,Glasgow City,1004,682,674,10,2,1,1,560,634,562,1450,5607,925,713,28%,282,20%,136,200,219,228,119,27%,3%,136,75%,5.5,188,4%,5%,52,520,177,30,21%,3%,2.286160093,1.541943155,1.599727378,2.893167331,3.002117169,5.167865169,5.585922274,6.446015081,9.435930974,0%,4,13
S01009847,Govan and Linthouse,Glasgow City,779,574,903,13,3,2,1,1316,741,674,1152,5391,703,381.5,21%,163,19%,110,180,412,377,131,24%,3%,134,71%,5.6,194,5%,5%,46,593,158,13,27%,2%,1.506159664,1.712836134,2.4265,2.71035503,3.403567227,4.42377193,5.634394958,7.485983193,8.231890756,1%,0,5
S01009848,Craigton,Glasgow City,1019,649,684,10,2,1,1,687,855,357,885,5324,1122,654,27%,273,19%,119,215,230,395,107,27%,5%,155,70%,5.2,206,4%,6%,48,473,198,17,23%,2%,1.17187067,2.406151848,1.855383949,2.907649007,4.158377598,2.958062201,9.627661663,6.022150693,11.35124711,0%,0,6
S01009849,Craigton,Glasgow City,724,471,1169,17,4,2,1,790,1387.5,857,2033,4780,1489,1183,26%,186,15%,72,175,160,58,151,28%,10%,130,78%,5.31,161,0%,3%,29,402,126,21,17%,3%,2.685997956,2.570786785,2.540292916,1.637824427,3.940313351,6.562467532,6.481331744,6.221972071,8.207690736,0%,1,17
S01009850,Craigton,Glasgow City,885,591,1968,29,6,3,2,1502,1840,1568,2758,5751,4432,535,20%,173,13%,78,170,171,29,114,20%,4%,114,80%,5.68,163,2%,11%,12,136,193,40,22%,5%,3.400651308,1.657303754,1.598464164,1.837977528,3.979672924,6.025779817,5.496769056,5.2104124,7.928486917,0%,0,13
S01009851,Craigton,Glasgow City,882,583,758,11,3,2,1,681,556,625,1835,4658,1374,2047,27%,237,21%,121,180,256,331,127,29%,0%,136,71%,5.45,161,1%,7%,37,421,105,22,13%,3%,3.138831917,2.215885922,2.400124393,1.733255814,3.942955097,6.20387931,7.179417476,7.246656553,9.313404126,0%,3,13
S01009852,Mosspark,Glasgow City,545,354,1936,28,6,3,2,2205,2415,1309,2626,2613,336,2702,15%,83,11%,39,160,101,110,138,21%,11%,137,75%,5.58,135,6%,15%,45,830,75,4,13%,1%,3.956726974,2.768791118,2.675460526,2.300340909,4.876735197,5.660574713,7.715896382,7.722894737,13.85405428,12%,2,10
S01009853,Mosspark,Glasgow City,826,526,1910,28,6,3,2,2223,2145,1472,2416,1214,2829,972,15%,125,12%,63,155,402,168,103,20%,4%,112,74%,5.67,147,1%,7%,20,243,181,8,21%,1%,5.766546804,4.262753995,4.169406393,1.591321244,6.45494863,6.98950495,10.73176655,10.20981164,18.48516553,1%,1,4
S01009854,Mosspark,Glasgow City,806,543,1370,20,4,2,1,1510,1175,1068,2604,2271,2136,977,19%,157,16%,89,170,148,193,177,22%,22%,120,86%,5.69,184,4%,8%,25,312,187,6,21%,1%,4.132262835,2.429165737,3.80859375,4.582586873,4.810256696,4.64104811,7.591925223,10.22477679,14.11969866,0%,0,8
S01009855,Mosspark,Glasgow City,594,398,2428,35,7,4,2,3207,2334,2163,1974,1874,3873,2940,11%,64,11%,45,150,102,53,81,23%,0%,99,80%,4.38,86,2%,4%,10,169,67,4,12%,1%,4.975192308,3.571276224,3.476564685,1.402007576,5.771708916,6.472279412,10.40299825,10.15991696,18.73354895,0%,0,10
S01009856,Mosspark,Glasgow City,642,431,2692,39,8,4,2,2226,2543,2744,3272,4574,3827,848,15%,97,11%,45,130,80,51,96,19%,4%,93,84%,5.65,141,2%,10%,11,172,132,12,21%,2%,3.058397638,2.077677165,1.983393701,2.175214286,4.189688976,6.221666667,7.245283465,6.962972441,9.862362205,0%,1,8
S01009857,Mosspark,Glasgow City,898,574,2580,37,8,4,2,2650,2659,2248,2517,3070,3380,1615,13%,118,10%,58,145,70,106,89,19%,3%,110,81%,5.34,119,6%,7%,18,201,145,12,16%,1%,4.58932194,2.816367144,2.722293275,1.782417062,5.152764609,5.967588652,7.806510474,7.674018743,13.86109151,0%,0,6
S01009858,Mosspark,Glasgow City,770,532,2736,40,8,4,2,2622,2985,1939,3299,3064,3272,1673,13%,102,9%,49,150,60,39,135,21%,3%,120,81%,5.86,118,4%,9%,16,209,117,10,16%,1%,4.632533512,2.950177614,2.860656836,1.964045802,4.704447051,5.248346154,8.032258713,8.184286193,13.32227882,0%,0,15
S01009859,Ibrox,Glasgow City,1244,816,185,3,1,1,1,213,173,160,596,4168,253,307,34%,429,27%,219,230,236,690,177,27%,12%,163,74%,4.89,233,7%,7%,116,929,274,52,26%,5%,3.297203757,2.760291426,3.232155588,1.359552941,2.871526975,6.653510638,7.636741329,8.853689788,8.006264451,1%,0,10
S01009860,Ibrox,Glasgow City,1015,654,79,2,1,1,1,88,84,62,507,4831,279,339,40%,403,30%,196,265,348,435,173,31%,6%,171,68%,4.89,221,7%,8%,89,881,233,47,25%,5%,3.483040761,2.372747283,2.483538043,1.777788462,2.743497283,6.419673367,6.373994565,7.128,7.250478261,0%,4,14
S01009861,Ibrox,Glasgow City,1266,917,394,6,2,1,1,599,543,415,183,4645,490,236,28%,350,21%,194,185,471,734,169,23%,12%,149,67%,5.03,203,13%,1%,90,714,293,56,29%,5%,2.664975068,2.322509066,2.918490481,2.016923963,2.756570716,6.033447293,6.993782865,7.272679057,7.047402539,1%,1,12
S01009862,Ibrox East and Cessnock,Glasgow City,1126,829,401,6,2,1,1,555,443,204,947,5719,170,121,28%,317,22%,184,200,398,558,215,30%,2%,163,78%,4.96,204,8%,6%,122,1080,343,54,34%,5%,2.517914788,1.428476105,1.984860234,2.10075419,1.834413886,6.466530612,4.61878945,6.446357078,6.188746619,11%,0,9
S01009863,Ibrox East and Cessnock,Glasgow City,821,611,1205,18,4,2,1,1446,973,1151,1548,6962,555,112,20%,164,18%,108,170,173,143,175,21%,7%,124,71%,5.31,180,4%,11%,55,673,266,49,34%,6%,2.182540829,0.746626884,1.284378141,2.16979021,1.132245603,6.27169697,2.254736181,5.276997487,5.051815327,0%,1,5
S01009864,Ibrox East and Cessnock,Glasgow City,669,527,1536,23,5,3,2,1196,2032,1704,1281,6632,808,822,22%,146,12%,66,160,107,137,120,18%,8%,117,64%,4.75,139,0%,7%,37,556,115,21,19%,4%,1.222470539,0.855900673,1.747765152,1.449454545,1.598093434,5.517074468,3.364915825,5.559726431,5.333211279,1%,0,15
S01009865,Ibrox East and Cessnock,Glasgow City,626,481,3065,44,9,5,3,3350,2503,2604,3210,6479,2660,390,10%,64,11%,51,110,301,92,117,16%,8%,106,79%,5.44,137,0%,13%,16,257,105,26,23%,6%,1.936759465,1.318786192,1.903747216,1.642052632,1.753301782,5.914268293,4.782305122,5.581414254,5.353496659,0%,2,7
S01009866,Kinning Park and Festival Park,Glasgow City,894,641,2133,31,7,4,2,1748,2447,2099,2471,5406,1173,474,18%,160,11%,69,145,97,29,114,20%,6%,114,81%,5.67,125,9%,6%,41,461,223,20,25%,2%,3.995175737,1.994299887,2.655198413,1.662604167,2.287953515,7.744936709,5.706646825,7.973843537,6.381462585,0%,1,14
S01009867,Kinning Park and Festival Park,Glasgow City,1239,1003,2291,33,7,4,2,2469,2779,1324,2392,4666,1372,1233,14%,172,10%,98,135,277,302,166,20%,6%,136,72%,5.21,76,9%,10%,52,422,167,29,17%,3%,5.093503452,1.425032051,3.681969921,3.168888889,1.994556213,7.076038251,3.699142012,8.902354536,5.129127219,4%,1,14
S01009868,Kinning Park and Festival Park,Glasgow City,832,629,4102,59,12,6,3,3352,4800,3556,3724,5736,2701,276,10%,85,5%,29,90,66,55,197,15%,4%,81,80%,5.92,94,0%,5%,21,254,148,61,23%,9%,3.706012658,1.668804501,2.366582278,2.078947368,2.120506329,7.331953125,5.525815752,7.870379747,6.962208158,0%,1,16
S01009869,Kinning Park and Festival Park,Glasgow City,579,466,3049,44,9,5,3,2882,3104,3788,2946,5699,1231,174,12%,70,9%,41,100,43,49,80,16%,0%,83,72%,5.67,102,3%,13%,26,451,151,46,28%,9%,3.131622642,1.947018868,1.751264151,1.566952381,1.570660377,7.385403226,4.926584906,4.937188679,4.721509434,15%,1,13
S01009870,Kinning Park and Festival Park,Glasgow City,701,524,2417,35,7,4,2,2414,3312,2579,1375,6740,1259,89,14%,99,8%,43,115,94,196,110,17%,8%,115,66%,5.6,156,4%,5%,31,444,201,52,34%,9%,2.823665289,1.295826446,1.797946281,1.972615385,1.628173554,6.977745098,2.862247934,5.465140496,4.806727273,0%,0,9
S01009871,Kingston West and Dumbreck,Glasgow City,947,643,1013,15,3,2,1,963,808,868,2278,4758,1302,287,24%,227,19%,120,170,468,382,109,23%,7%,122,73%,5.53,130,10%,14%,41,435,237,78,24%,8%,5.05367378,2.576443089,2.73203252,1.536075269,3.590243902,2.673179012,7.25714685,9.315454776,7.891453252,0%,9,21
S01009872,Kingston West and Dumbreck,Glasgow City,687,503,2515,37,8,4,2,2086,3053,2924,2714,6959,764,166,16%,109,9%,45,115,139,75,108,16%,9%,95,76%,5.15,119,1%,13%,39,570,218,54,30%,7%,2.284703039,1.164129834,0.885210635,2.088661972,0.931426105,6.52851145,4.595959945,3.063577348,3.402741713,0%,2,17
S01009873,Kingston West and Dumbreck,Glasgow City,1008,703,2645,38,8,4,2,2304,2958,2279,4628,3574,939,873,15%,148,9%,65,115,230,136,139,17%,10%,113,84%,5.73,99,0%,19%,52,518,180,25,20%,3%,2.314208653,2.351221249,3.1008954,3.242,2.982521906,4.812088608,8.682595838,10.44729189,10.04978094,4%,0,23
S01009874,Kingston West and Dumbreck,Glasgow City,1029,673,1134,17,4,2,1,1055,844,2160,2648,1459,724,2363,23%,237,19%,124,130,186,162,94,20%,10%,106,75%,5.26,100,4%,12%,60,586,116,33,11%,3%,3.14434876,3.499398855,4.308127385,3.789444444,4.336199905,3.886361257,13.04661021,14.21867128,13.65571565,17%,5,6
S01009875,Pollokshields West,Glasgow City,842,561,1195,18,4,2,1,922,1205,1186,2005,6135,1060,114,24%,205,16%,91,185,200,147,126,15%,3%,142,79%,5.46,204,5%,15%,41,489,281,0,40%,0%,5.176361386,1.112729844,1.320505658,1.148459119,2.138221358,3.778484848,3.446760962,4.443663366,6.421591231,13%,1,17
S01009876,Pollokshields West,Glasgow City,393,273,738,11,3,2,1,301,780,2044,1650,5638,882,94,32%,126,19%,52,155,151,379,101,16%,11%,92,74%,5.05,160,4%,8%,21,537,224,80,31%,11%,5.611790123,1.968600823,1.753412209,1.880373377,2.827277092,3.701931818,7.206831276,6.410562414,8.297839506,0%,3,9
S01009877,Pollokshields West,Glasgow City,977,624,5574,80,16,8,4,4636,4467,5553,6106,5707,4283,3094,6%,58,5%,33,60,35,14,54,14%,7%,63,84%,6.18,53,0%,32%,14,144,92,12,11%,1%,4.910086496,1.638125,1.755438058,1.713900709,2.622084263,2.6721875,5.079547991,7.100901228,6.231289063,10%,0,4
S01009878,Pollokshields West,Glasgow City,763,526,1915,28,6,3,2,1022,2722,2596,1893,6971,1785,145,23%,178,10%,52,140,79,78,61,16%,10%,112,74%,5.51,194,4%,14%,27,356,240,31,34%,4%,4.992702128,0.951124113,0.715719858,1.173116667,1.66364539,3.316767068,2.621914894,1.831673759,4.180893617,0%,0,10
S01009879,Pollokshields West,Glasgow City,893,588,6349,92,19,10,5,5844,6730,6414,6316,2307,3535,5213,3%,29,2%,9,40,32,0,85,13%,10%,51,*,5.67,51,0%,22%,17,191,49,8,5%,1%,4.474148352,3.21842033,3.934527473,2.571160714,4.611,2.45025974,8.719005495,13.45301648,12.14758242,27%,1,3
S01009880,Pollokshields West,Glasgow City,792,503,3694,53,11,6,3,2841,4357,3783,3548,3948,2990,678,12%,97,6%,28,100,21,17,88,14%,4%,109,70%,5.84,104,1%,20%,18,228,168,25,21%,3%,3.811558971,3.10185069,3.552085947,1.662969432,4.349385194,2.5596875,8.743412798,11.38269762,9.488450439,0%,0,4
S01009881,Pollokshields East,Glasgow City,550,401,2434,35,7,4,2,2399.5,3490,3210,1033,6957,1382,38,14%,78,8%,31,105,49,62,98,13%,8%,124,62%,5.35,211,1%,13%,23,420,240,19,45%,4%,4.765819129,1.027599432,1.158319129,1.333910891,1.441827652,3.764205298,2.480814394,3.228996212,2.998011364,0%,1,15
S01009882,Pollokshields East,Glasgow City,1279,1050,3521,51,11,6,3,3474,4343,4985,1898,5223,1409,69,10%,124,6%,58,85,86,7,68,12%,13%,59,78%,4.57,75,10%,6%,53,416,445,35,41%,3%,2.491994949,1.858252984,2.899809458,2.353940678,2.832330119,3.736899225,4.300447658,7.437213039,5.672598714,12%,1,10
S01009883,Pollokshields East,Glasgow City,809,553,3407,49,10,5,3,3183,4141,3737,2294,6486,1839,25,11%,88,6%,33,110,78,14,55,13%,12%,95,71%,5.65,166,4%,16%,28,348,375,49,46%,6%,4.140555218,1.492199636,1.877445388,1.908599222,1.219274879,3.819935065,3.18625,5.67160801,2.484065534,1%,0,22
S01009884,Pollokshields East,Glasgow City,773,558,2051,30,6,3,2,1259,2858,3175,1922,5685,1332,73,21%,165,10%,53,115,79,14,86,14%,9%,116,65%,5.58,147,2%,11%,33,429,339,18,42%,2%,3.478484663,1.432337423,2.57140184,2.20577381,2.090745399,3.398535032,4.543484663,8.220616564,5.912202454,10%,1,2
S01009885,Pollokshields East,Glasgow City,866,587,3400,49,10,5,3,2692,4121,3182,2969,6574,2537,175,13%,112,6%,35,105,20,59,164,15%,7%,113,78%,5.58,140,1%,12%,23,267,310,12,36%,1%,3.86807564,0.919638487,2.037675195,1.999037801,2.118061735,2.854230769,2.719577308,7.128192436,5.644137931,0%,2,15
S01009886,Pollokshields East,Glasgow City,779,511,1934,28,6,3,2,932,2506,2274,3595,6291,2151,44,24%,189,11%,54,150,73,34,107,15%,4%,130,77%,6.03,140,1%,15%,24,310,349,42,43%,5%,4.460741082,0.977733702,1.448121156,1.261934307,1.668425584,2.892331731,2.789163592,5.0700492,4.052546125,11%,0,9
S01009887,Govanhill West,Glasgow City,928,623,511,8,2,1,1,411,859,959,330,6625,197,20,30%,280,18%,115,200,264,189,115,17%,7%,126,60%,4.93,172,7%,3%,94,1018,462,52,47%,5%,2.317038934,0.841890369,1.157617828,1.068566351,2.616065574,3.1546875,2.74920082,3.893632172,6.350307377,1%,1,15
S01009888,Govanhill West,Glasgow City,769,470,1201,18,4,2,1,1008,2708,3462,71,6894,748,8,24%,181,10%,47,100,144,138,69,11%,13%,112,52%,4.06,196,8%,9%,44,575,334,91,46%,13%,2.656307371,1.221995828,1.535163421,0.97992378,2.479276773,3.149950739,3.866043115,5.003299722,5.820403338,0%,0,3
S01009889,Govanhill West,Glasgow City,920,635,877,13,3,2,1,442,1276,1713,1215,6937,377,134,30%,273,16%,101,160,229,257,67,17%,12%,115,60%,5.28,146,5%,13%,73,797,271,41,34%,5%,2.401990172,1.078660934,1.273000614,1.48238292,2.539493243,2.447070485,3.176339066,3.606302211,6.538538084,0%,0,3
S01009890,Govanhill West,Glasgow City,616,394,1138,17,4,2,1,1205,947,1649,1218,6973,717,41,22%,134,18%,70,140,235,77,123,22%,2%,123,71%,5.27,186,5%,7%,36,587,238,21,44%,4%,2.194778481,0.664751356,0.708942134,1.333482587,2.882848101,2.706292135,2.259963834,1.937585895,6.383331826,0%,2,20
S01009891,Govanhill West,Glasgow City,810,557,2035,30,6,3,2,1765.5,2112,2244,2456,6795,800,167,18%,144,12%,67,140,142,69,107,17%,13%,108,80%,5.38,136,9%,12%,45,558,225,50,31%,7%,1.663320845,1.683252725,2.254707084,1.418105469,2.180316757,2.78454955,4.551641689,6.027779292,5.539901226,0%,0,21
S01009892,Govanhill West,Glasgow City,789,598,441,7,2,1,1,336,402,429,1296,6769,840,86,31%,246,23%,137,210,226,363,144,26%,8%,136,71%,5.69,189,9%,6%,43,548,296,37,38%,5%,1.599321608,1.224428392,1.540175879,1.629111111,2.687493719,3.023125,4.867735553,5.462072864,7.733501884,0%,3,41
S01009893,Govanhill West,Glasgow City,864,597,1736,25,5,3,2,2148,2118,2391,797,6869,397,40,16%,134,12%,72,120,110,214,129,15%,7%,123,59%,4.79,121,4%,7%,67,779,345,62,41%,7%,2.120704898,1.486801075,1.811448626,1.313550296,2.138664875,3.308772321,3.752362605,5.017494026,4.830854241,0%,0,11
S01009894,Govanhill East and Aikenhead,Glasgow City,864,583,467,7,2,1,1,344,392,770,657,6806,1396,410,31%,269,23%,133,210,207,94,113,25%,5%,111,66%,5,187,7%,6%,36,419,202,34,25%,4%,1.863077157,1.724553463,1.519620292,1.762135036,2.495054678,1.854563107,5.064422843,4.405886999,7.388435601,0%,1,26
S01009895,Govanhill East and Aikenhead,Glasgow City,761,524,247,4,1,1,1,327,281,347,181,6025,768,149,31%,239,25%,128,220,247,198,133,28%,16%,141,63%,4.13,173,8%,4%,43,568,235,40,33%,6%,2.629447514,2.020024171,2.030587017,1.66819209,3.597185773,2.932216495,6.513549724,6.218501381,8.795410912,0%,2,17
S01009896,Govanhill East and Aikenhead,Glasgow City,1167,716,587,9,2,1,1,603,495,556,834,6070,2001,125,28%,322,22%,155,200,271,441,131,22%,9%,141,70%,5.5,205,7%,4%,38,327,343,34,36%,4%,2.231069215,2.007941632,2.103367769,1.820224057,3.692244318,3.023909091,6.714834711,6.198140496,7.260658574,0%,2,16
S01009897,Govanhill East and Aikenhead,Glasgow City,962,653,2069,30,6,3,2,1767,2276,1826,2370,6376,1284,349,18%,171,12%,75,160,203,78,86,21%,12%,97,79%,5.41,130,5%,7%,42,439,240,45,26%,5%,1.484523936,2.105784574,1.877768617,2.106018868,2.462337766,1.6494375,6.294781915,5.555340426,6.910228723,0%,2,8
S01009898,Govanhill East and Aikenhead,Glasgow City,682,426,685,10,2,1,1,594,930,310,1186,5923,1343,120,28%,189,18%,76,220,291,722,187,22%,8%,144,69%,5.29,190,5%,10%,29,427,232,9,38%,1%,2.059089457,2.15918131,2.219021565,1.655248092,3.451222045,2.762671958,5.640830671,5.252204473,6.99240016,1%,2,8
S01009899,Battlefield,Glasgow City,821,642,2926,42,9,5,3,2946,2426,2753,3607,5308,2956,325,12%,97,11%,70,120,209,83,111,18%,3%,85,82%,5.67,66,10%,9%,19,233,187,52,24%,7%,4.191237113,2.15316366,2.057045747,1.794900662,3.989007732,3.393571429,6.077506443,6.501159794,10.44956186,0%,3,10
S01009900,Battlefield,Glasgow City,842,695,5209,75,15,8,4,4306,5073,5048,4144,5936,4293,1448,7%,58,4%,29,60,90,105,49,15%,2%,67,86%,5.4,42,3%,4%,12,143,115,37,14%,4%,4.148965621,1.442506031,1.235636309,2.076837209,3.203564536,3.231381579,4.318896261,3.867864897,9.249237033,4%,5,6
S01009901,Battlefield,Glasgow City,886,735,5785,83,17,9,5,5014,5522,5446,6451,5263,2088,1816,5%,44,3%,25,60,81,0,54,16%,4%,59,94%,6.17,40,0%,10%,28,318,112,29,13%,3%,4.126548032,1.52931713,1.644707755,2.410659722,3.593214699,4.364611111,3.427219329,4.138142361,9.078425926,9%,3,4
S01009902,Battlefield,Glasgow City,859,512,1623,24,5,3,2,1470.5,1242,1116,3273,6311,2196,970,20%,170,16%,81,170,166,253,116,25%,15%,110,79%,5.95,137,3%,11%,26,304,171,25,19%,3%,2.036594639,2.267270241,2.397231947,2.808971061,1.900254376,2.584162791,7.604838621,6.345880744,5.52952407,0%,3,6
S01009903,Battlefield,Glasgow City,839,611,2761,40,8,4,2,2261,2970,2302,4399,5636,1211,495,15%,125,9%,56,125,179,136,99,17%,6%,120,79%,5.95,95,1%,18%,38,455,194,27,24%,3%,2.540908262,2.115929526,2.290631835,1.947105263,2.513626974,2.851185567,7.984216282,8.766303159,9.091345687,0%,1,5
S01009904,Battlefield,Glasgow City,835,635,3747,54,11,6,3,3035,4329,2876,5783,5529,462,2218,11%,96,6%,35,110,124,28,126,16%,9%,110,*,6.56,69,6%,10%,61,734,84,32,11%,4%,2.908058036,1.501498724,1.868625638,2.377419355,3.322299107,3.898085938,3.924215561,4.729145408,8.740315689,10%,1,8
S01009905,Strathbungo,Glasgow City,746,554,1687,25,5,3,2,1571,2920,3155,678,5447,176,136,19%,142,9%,52,100,156,77,93,14%,6%,108,58%,4.47,89,9%,8%,79,1064,244,46,33%,6%,2.813351135,2.095874499,2.380193591,1.621734513,2.646889186,3.113267045,6.718624833,7.85722964,7.302323097,3%,1,14
S01009906,Strathbungo,Glasgow City,708,546,2420,35,7,4,2,2550.5,3754,3935,902,6527,419,90,14%,96,7%,38,85,66,43,86,15%,6%,89,55%,4.67,108,0%,7%,54,766,238,43,36%,6%,2.405603448,1.788305847,2.642346327,1.340959302,1.638834333,3.463038462,4.835149925,6.342170165,3.49946027,0%,1,10
S01009907,Strathbungo,Glasgow City,754,609,1149,17,4,2,1,1235,1122,1745,936,6619,662,1,21%,162,17%,102,145,220,193,130,19%,9%,108,55%,*,103,9%,6%,46,613,363,137,47%,18%,2.048536585,1.87309371,2.883533376,1.086211538,1.245747754,3.443674242,3.874550706,5.91546534,2.927291399,0%,0,2
S01009908,Strathbungo,Glasgow City,1037,804,4396,64,13,7,4,3912,4119,4821,4955,5271,1153,855,8%,83,6%,48,65,66,40,86,15%,4%,71,86%,6.2,67,4%,11%,48,465,176,56,17%,5%,2.207018014,1.92714703,3.357809153,2.662026316,2.724298929,4.472731707,3.147088608,6.184535054,6.429841772,4%,1,5
S01009909,Strathbungo,Glasgow City,947,801,3295,48,10,5,3,3566,2760,3816,3788,6429,754,338,9%,88,10%,79,75,187,138,123,14%,3%,80,80%,6,72,5%,6%,54,573,201,49,24%,6%,2.9223351,1.159711425,3.576622497,1.862774725,2.012647232,3.986145833,2.378810365,6.413303887,6.116675501,0%,1,3
S01009910,Strathbungo,Glasgow City,542,443,4350,63,13,7,4,4648.5,4615.5,4746,3088,5911,704,575,6%,32,5%,22,50,195,71,91,14%,7%,83,66%,5.44,64,0%,10%,32,593,114,24,21%,5%,3.315493421,1.645108083,3.421226504,2.277062147,2.446047932,4.024419643,4.435056391,8.090140977,7.559511278,0%,0,7
S01009911,Strathbungo,Glasgow City,1004,623,5433,78,16,8,4,4548,5452,3764,6595,5926,2866,1607,6%,62,4%,22,65,94,38,148,18%,5%,97,*,6.13,44,1%,20%,24,240,128,36,14%,4%,1.303323471,1.923927515,2.677433432,3.532511628,3.865769231,3.251030928,5.143168146,6.195261341,7.416508876,0%,0,3
